sep=,
Group,BinaryPath,GitPath,URL,Name,Description,Language,Stars,Size,PushDate,hasIssues,Forks
AnderWeb,C:\Users\royw\Workspace\top1000\AnderWeb-discreteSeekBar,C:\Users\royw\Workspace\top1000\AnderWeb-discreteSeekBar,https://github.com/AnderWeb/discreteSeekBar,discreteSeekBar,,Java,1341,281,Mon Feb 01 10:21:57 CET 2016,true,284
hongyangAndroid,C:\Users\royw\Workspace\top1000\hongyangAndroid-AndroidAutoLayout,C:\Users\royw\Workspace\top1000\hongyangAndroid-AndroidAutoLayout,https://github.com/hongyangAndroid/AndroidAutoLayout,AndroidAutoLayout,Android屏幕适配方案，直接填写设计图上的像素尺寸即可完成适配，最大限度解决适配问题。,Java,2549,7467,Tue May 17 08:46:58 CEST 2016,true,879
traex,C:\Users\royw\Workspace\top1000\traex-ExpandableLayout,C:\Users\royw\Workspace\top1000\traex-ExpandableLayout,https://github.com/traex/ExpandableLayout,ExpandableLayout,Implementation of ExpandableListview with custom header and custom content.,Java,926,723,Wed Mar 09 10:35:14 CET 2016,true,261
alexvasilkov,C:\Users\royw\Workspace\top1000\alexvasilkov-GestureViews,C:\Users\royw\Workspace\top1000\alexvasilkov-GestureViews,https://github.com/alexvasilkov/GestureViews,GestureViews,ImageView and FrameLayout with gestures control and position animation,Java,822,17012,Sun Apr 10 18:53:09 CEST 2016,true,148
drakeet,C:\Users\royw\Workspace\top1000\drakeet-MaterialDialog,C:\Users\royw\Workspace\top1000\drakeet-MaterialDialog,https://github.com/drakeet/MaterialDialog,MaterialDialog,（Deprecated）An Android dialog library has strong extensibility customizability and for conveniently building Material Design Dialog in Android version 2.2 ~ L. ,Java,1470,8557,Sun Apr 17 05:58:17 CEST 2016,true,387
hehonghui,C:\Users\royw\Workspace\top1000\hehonghui-AndroidEventBus,C:\Users\royw\Workspace\top1000\hehonghui-AndroidEventBus,https://github.com/hehonghui/AndroidEventBus,AndroidEventBus,A lightweight eventbus library for android simplifies communication between Activities Fragments Threads Services etc.,Java,891,1421,Mon May 23 03:58:29 CEST 2016,true,305
mmin18,C:\Users\royw\Workspace\top1000\mmin18-FlexLayout,C:\Users\royw\Workspace\top1000\mmin18-FlexLayout,https://github.com/mmin18/FlexLayout,FlexLayout,A powerful Android layout view that use java expression in layout params to describe relative positions.,Java,1194,473,Sat May 14 14:24:56 CEST 2016,true,100
katzer,C:\Users\royw\Workspace\top1000\katzer-cordova-plugin-local-notifications,C:\Users\royw\Workspace\top1000\katzer-cordova-plugin-local-notifications,https://github.com/katzer/cordova-plugin-local-notifications,cordova-plugin-local-notifications,Cordova Local-Notification Plugin,Java,1195,22451,Thu May 05 14:29:33 CEST 2016,true,753
pcpratts,C:\Users\royw\Workspace\top1000\pcpratts-rootbeer1,C:\Users\royw\Workspace\top1000\pcpratts-rootbeer1,https://github.com/pcpratts/rootbeer1,rootbeer1,Rootbeer GPU Compiler - Java GPU Programming,Java,1018,127959,Wed May 25 01:13:54 CEST 2016,true,112
android10,C:\Users\royw\Workspace\top1000\android10-Android-CleanArchitecture,C:\Users\royw\Workspace\top1000\android10-Android-CleanArchitecture,https://github.com/android10/Android-CleanArchitecture,Android-CleanArchitecture,This is a sample app that is part of a series of blog posts I have written about how to architect an android application using Uncle Bob's clean architecture approach.,Java,4974,5352,Sun May 22 12:42:30 CEST 2016,true,1299
rengwuxian,C:\Users\royw\Workspace\top1000\rengwuxian-MaterialEditText,C:\Users\royw\Workspace\top1000\rengwuxian-MaterialEditText,https://github.com/rengwuxian/MaterialEditText,MaterialEditText,EditText in Material Design,Java,3075,1260,Mon Apr 25 08:28:24 CEST 2016,true,634
sd6352051,C:\Users\royw\Workspace\top1000\sd6352051-NiftyDialogEffects,C:\Users\royw\Workspace\top1000\sd6352051-NiftyDialogEffects,https://github.com/sd6352051/NiftyDialogEffects,NiftyDialogEffects,Nifty Modal Dialog Effects,Java,1623,313,Tue May 31 07:49:32 CEST 2016,false,599
keyboardsurfer,C:\Users\royw\Workspace\top1000\keyboardsurfer-Crouton,C:\Users\royw\Workspace\top1000\keyboardsurfer-Crouton,https://github.com/keyboardsurfer/Crouton,Crouton,Context sensitive notifications for Android  ,Java,2851,3934,Mon Sep 28 17:29:58 CEST 2015,true,756
stleary,C:\Users\royw\Workspace\top1000\stleary-JSON-java,C:\Users\royw\Workspace\top1000\stleary-JSON-java,https://github.com/stleary/JSON-java,JSON-java,A reference implementation of a JSON package in Java.,Java,2007,1284,Sat May 21 04:10:17 CEST 2016,true,1830
http-kit,C:\Users\royw\Workspace\top1000\http-kit-http-kit,C:\Users\royw\Workspace\top1000\http-kit-http-kit,https://github.com/http-kit/http-kit,http-kit,http-kit is a minimalist event-driven high-performance Clojure HTTP server/client library with WebSocket and asynchronous support,Java,1437,1710,Thu May 19 17:11:20 CEST 2016,true,201
matrixxun,C:\Users\royw\Workspace\top1000\matrixxun-ProductTour,C:\Users\royw\Workspace\top1000\matrixxun-ProductTour,https://github.com/matrixxun/ProductTour,ProductTour,ProductTour is android sample project implementing a parallax effect welcome page using ViewPager and PageTransformer similar to the one found in Google's app like Sheet Drive Docs...,Java,1385,33462,Thu Nov 26 08:29:41 CET 2015,true,236
kikoso,C:\Users\royw\Workspace\top1000\kikoso-android-stackblur,C:\Users\royw\Workspace\top1000\kikoso-android-stackblur,https://github.com/kikoso/android-stackblur,android-stackblur,Android StackBlur is a library that can perform a blurry effect on a Bitmap based on a gradient or radius and return the result. The library is based on the code of Mario Klingemann.,Java,2084,7195,Sat Apr 30 13:18:24 CEST 2016,true,561
Graylog2,C:\Users\royw\Workspace\top1000\Graylog2-graylog2-server,C:\Users\royw\Workspace\top1000\Graylog2-graylog2-server,https://github.com/Graylog2/graylog2-server,graylog2-server,Free and open source log management,Java,1868,67001,Wed Jun 01 18:34:32 CEST 2016,true,292
pedrovgs,C:\Users\royw\Workspace\top1000\pedrovgs-EffectiveAndroidUI,C:\Users\royw\Workspace\top1000\pedrovgs-EffectiveAndroidUI,https://github.com/pedrovgs/EffectiveAndroidUI,EffectiveAndroidUI,Sample project created to show some of the best Android practices to work in the Android UI Layer. The UI layer of this project has been implemented using MVP or MVVM (without binding engine) to show how this patterns works. This project is used during the talk "EffectiveAndroidUI".,Java,3607,1027,Mon May 16 05:24:59 CEST 2016,true,805
elastic,C:\Users\royw\Workspace\top1000\elastic-elasticsearch,C:\Users\royw\Workspace\top1000\elastic-elasticsearch,https://github.com/elastic/elasticsearch,elasticsearch,Open Source Distributed RESTful Search Engine,Java,16773,321408,Thu Jun 02 10:18:22 CEST 2016,true,5665
deano2390,C:\Users\royw\Workspace\top1000\deano2390-MaterialShowcaseView,C:\Users\royw\Workspace\top1000\deano2390-MaterialShowcaseView,https://github.com/deano2390/MaterialShowcaseView,MaterialShowcaseView,A Material Design themed ShowcaseView for Android,Java,1297,220,Mon May 16 12:52:03 CEST 2016,true,220
square,C:\Users\royw\Workspace\top1000\square-picasso,C:\Users\royw\Workspace\top1000\square-picasso,https://github.com/square/picasso,picasso,A powerful image downloading and caching library for Android,Java,10125,13489,Tue May 24 17:42:27 CEST 2016,true,2847
johnkil,C:\Users\royw\Workspace\top1000\johnkil-Android-AppMsg,C:\Users\royw\Workspace\top1000\johnkil-Android-AppMsg,https://github.com/johnkil/Android-AppMsg,Android-AppMsg,In-layout notifications. Based on Toast notifications and article by Cyril Mottier (http://android.cyrilmottier.com/?p=773).,Java,1200,960,Thu Oct 15 06:36:07 CEST 2015,true,403
Meetic,C:\Users\royw\Workspace\top1000\Meetic-Shuffle,C:\Users\royw\Workspace\top1000\Meetic-Shuffle,https://github.com/Meetic/Shuffle,Shuffle,An easy to use swiping-view for Android,Java,742,10689,Thu May 26 16:10:15 CEST 2016,true,69
square,C:\Users\royw\Workspace\top1000\square-leakcanary,C:\Users\royw\Workspace\top1000\square-leakcanary,https://github.com/square/leakcanary,leakcanary,A memory leak detection library for Android and Java.,Java,9218,14921,Wed May 18 05:22:56 CEST 2016,true,1546
JakeWharton,C:\Users\royw\Workspace\top1000\JakeWharton-ViewPagerIndicator,C:\Users\royw\Workspace\top1000\JakeWharton-ViewPagerIndicator,https://github.com/JakeWharton/ViewPagerIndicator,ViewPagerIndicator,Paging indicator widgets compatible with the ViewPager from the Android Support Library and ActionBarSherlock.,Java,7539,8657,Mon Apr 04 05:23:27 CEST 2016,true,3971
jOOQ,C:\Users\royw\Workspace\top1000\jOOQ-jOOQ,C:\Users\royw\Workspace\top1000\jOOQ-jOOQ,https://github.com/jOOQ/jOOQ,jOOQ,jOOQ is an innovative solution for a better integration of Java applications with popular databases like Oracle Microsoft SQL Server IBM DB2 or SAP Sybase. When using jOOQ our customers benefit from a significant added value and ROI as their software developers can express database queries in a much simpler and faster way. From our experience this leads to a 10% - 20% decrease of programming effort which again leads to higher quality and to a lower error rate in program code and thus in the entire application.,Java,1227,246779,Wed Jun 01 20:40:47 CEST 2016,true,297
ben-manes,C:\Users\royw\Workspace\top1000\ben-manes-caffeine,C:\Users\royw\Workspace\top1000\ben-manes-caffeine,https://github.com/ben-manes/caffeine,caffeine,A high performance caching library for Java 8,Java,1374,8445,Tue May 31 02:23:08 CEST 2016,true,86
JakeWharton,C:\Users\royw\Workspace\top1000\JakeWharton-DiskLruCache,C:\Users\royw\Workspace\top1000\JakeWharton-DiskLruCache,https://github.com/JakeWharton/DiskLruCache,DiskLruCache,Java implementation of a Disk-based LRU cache which specifically targets Android compatibility.,Java,2648,416,Wed Jun 01 16:27:40 CEST 2016,true,734
mikepenz,C:\Users\royw\Workspace\top1000\mikepenz-AboutLibraries,C:\Users\royw\Workspace\top1000\mikepenz-AboutLibraries,https://github.com/mikepenz/AboutLibraries,AboutLibraries,AboutLibraries is a library to offer some information of libraries.,Java,1359,6946,Tue May 31 20:51:11 CEST 2016,true,156
soarcn,C:\Users\royw\Workspace\top1000\soarcn-BottomSheet,C:\Users\royw\Workspace\top1000\soarcn-BottomSheet,https://github.com/soarcn/BottomSheet,BottomSheet,One way to present a set of actions to a user is with bottom sheets a sheet of paper that slides up from the bottom edge of the screen. Bottom sheets offer flexibility in the display of clear and simple actions that do not need explanation.,Java,1450,997,Mon May 23 11:26:47 CEST 2016,true,319
brave,C:\Users\royw\Workspace\top1000\brave-browser-android,C:\Users\royw\Workspace\top1000\brave-browser-android,https://github.com/brave/browser-android,browser-android,Brave Android Browser,Java,906,58516,Wed Jun 01 21:41:04 CEST 2016,true,135
nathanmarz,C:\Users\royw\Workspace\top1000\nathanmarz-storm-starter,C:\Users\royw\Workspace\top1000\nathanmarz-storm-starter,https://github.com/nathanmarz/storm-starter,storm-starter,Learn to use Storm!,Java,855,543,Thu Mar 10 00:17:37 CET 2016,false,760
hazelcast,C:\Users\royw\Workspace\top1000\hazelcast-hazelcast,C:\Users\royw\Workspace\top1000\hazelcast-hazelcast,https://github.com/hazelcast/hazelcast,hazelcast,Open Source In-Memory Data Grid,Java,1589,127700,Thu Jun 02 09:15:15 CEST 2016,true,750
alibaba,C:\Users\royw\Workspace\top1000\alibaba-fastjson,C:\Users\royw\Workspace\top1000\alibaba-fastjson,https://github.com/alibaba/fastjson,fastjson,:bullettrain_side: A fast JSON parser/generator for Java,Java,5313,10321,Thu Jun 02 02:53:54 CEST 2016,true,2108
iPaulPro,C:\Users\royw\Workspace\top1000\iPaulPro-aFileChooser,C:\Users\royw\Workspace\top1000\iPaulPro-aFileChooser,https://github.com/iPaulPro/aFileChooser,aFileChooser,Android library that provides a file explorer to let users select files on external storage.,Java,1201,5386,Fri Mar 11 13:17:46 CET 2016,true,528
ACRA,C:\Users\royw\Workspace\top1000\ACRA-acra,C:\Users\royw\Workspace\top1000\ACRA-acra,https://github.com/ACRA/acra,acra,Application Crash Reports for Android,Java,2933,3130,Mon May 30 16:52:22 CEST 2016,true,790
facebook,C:\Users\royw\Workspace\top1000\facebook-react-native,C:\Users\royw\Workspace\top1000\facebook-react-native,https://github.com/facebook/react-native,react-native,A framework for building native apps with React.,Java,32996,106579,Thu Jun 02 10:39:59 CEST 2016,true,6766
square,C:\Users\royw\Workspace\top1000\square-assertj-android,C:\Users\royw\Workspace\top1000\square-assertj-android,https://github.com/square/assertj-android,assertj-android,A set of AssertJ helpers geared toward testing Android.,Java,1296,3429,Mon Apr 04 18:35:23 CEST 2016,true,144
yusuke,C:\Users\royw\Workspace\top1000\yusuke-twitter4j,C:\Users\royw\Workspace\top1000\yusuke-twitter4j,https://github.com/yusuke/twitter4j,twitter4j,Twitter4J is an open-sourced mavenized and Google App Engine safe Java library for the Twitter API which is released under the Apache License 2.0.,Java,1786,13814,Wed May 11 21:07:45 CEST 2016,false,860
TheFinestArtist,C:\Users\royw\Workspace\top1000\TheFinestArtist-FinestWebView-Android,C:\Users\royw\Workspace\top1000\TheFinestArtist-FinestWebView-Android,https://github.com/TheFinestArtist/FinestWebView-Android,FinestWebView-Android,Beautiful and customizable Android Activity that shows web pages within an app.,Java,952,63966,Wed Jun 01 06:25:12 CEST 2016,true,208
airbnb,C:\Users\royw\Workspace\top1000\airbnb-airpal,C:\Users\royw\Workspace\top1000\airbnb-airpal,https://github.com/airbnb/airpal,airpal,Web UI for PrestoDB.,Java,1673,10123,Thu May 19 18:48:55 CEST 2016,true,241
HannahMitt,C:\Users\royw\Workspace\top1000\HannahMitt-HomeMirror,C:\Users\royw\Workspace\top1000\HannahMitt-HomeMirror,https://github.com/HannahMitt/HomeMirror,HomeMirror,Android application powering the mirror in my house,Java,7119,5989,Fri May 20 20:54:57 CEST 2016,true,579
ProjectSeptemberInc,C:\Users\royw\Workspace\top1000\ProjectSeptemberInc-gl-react-native,C:\Users\royw\Workspace\top1000\ProjectSeptemberInc-gl-react-native,https://github.com/ProjectSeptemberInc/gl-react-native,gl-react-native,OpenGL bindings for React Native to implement complex effects over images and components in the descriptive VDOM paradigm,Java,748,65817,Fri May 20 21:19:29 CEST 2016,true,51
antlr,C:\Users\royw\Workspace\top1000\antlr-antlr4,C:\Users\royw\Workspace\top1000\antlr-antlr4,https://github.com/antlr/antlr4,antlr4,ANTLR (ANother Tool for Language Recognition) is a powerful parser generator for reading processing executing or translating structured text or binary files.,Java,1440,34803,Fri May 20 22:05:10 CEST 2016,true,415
moduth,C:\Users\royw\Workspace\top1000\moduth-blockcanary,C:\Users\royw\Workspace\top1000\moduth-blockcanary,https://github.com/moduth/blockcanary,blockcanary,A transparent ui-block detection library for Android.,Java,1425,714,Fri Apr 22 11:33:35 CEST 2016,true,228
wequick,C:\Users\royw\Workspace\top1000\wequick-Small,C:\Users\royw\Workspace\top1000\wequick-Small,https://github.com/wequick/Small,Small,A small framework to split app into small parts,Java,1471,4528,Thu Jun 02 10:47:43 CEST 2016,true,341
orientechnologies,C:\Users\royw\Workspace\top1000\orientechnologies-orientdb,C:\Users\royw\Workspace\top1000\orientechnologies-orientdb,https://github.com/orientechnologies/orientdb,orientdb,OrientDB is the first Multi-Model DBMS with Document & Graph engine. OrientDB can run distributed (Multi-Master) supports SQL ACID Transactions Full-Text indexing Reactive Queries and has a small memory footprint. OrientDB is licensed with Apache 2 license and the development is driven by OrientDB LTD and a worldwide Open Source community.,Java,2434,206427,Thu Jun 02 09:11:08 CEST 2016,true,547
videlalvaro,C:\Users\royw\Workspace\top1000\videlalvaro-gifsockets,C:\Users\royw\Workspace\top1000\videlalvaro-gifsockets,https://github.com/videlalvaro/gifsockets,gifsockets,Real Time communication library using Animated Gifs as a transport™,Java,1518,1174,Wed Sep 19 21:05:06 CEST 2012,true,89
sephiroth74,C:\Users\royw\Workspace\top1000\sephiroth74-ImageViewZoom,C:\Users\royw\Workspace\top1000\sephiroth74-ImageViewZoom,https://github.com/sephiroth74/ImageViewZoom,ImageViewZoom,Android ImageView widget with zoom and pan capabilities,Java,1261,679,Sun Mar 20 21:30:16 CET 2016,true,476
tjake,C:\Users\royw\Workspace\top1000\tjake-Solandra,C:\Users\royw\Workspace\top1000\tjake-Solandra,https://github.com/tjake/Solandra,Solandra,Solandra = Solr + Cassandra,Java,839,31776,Wed Mar 09 15:45:25 CET 2016,true,140
LuckyJayce,C:\Users\royw\Workspace\top1000\LuckyJayce-MVCHelper,C:\Users\royw\Workspace\top1000\LuckyJayce-MVCHelper,https://github.com/LuckyJayce/MVCHelper,MVCHelper,实现下拉刷新，滚动底部自动加载更多，分页加载，自动切换显示网络失败布局，暂无数据布局，支持任意view，支持切换主流下拉刷新框架，真正的android MVC架构listviewRecyclerViewrefreshloadmore,Java,786,7921,Thu May 26 13:00:48 CEST 2016,true,214
joscha,C:\Users\royw\Workspace\top1000\joscha-play-authenticate,C:\Users\royw\Workspace\top1000\joscha-play-authenticate,https://github.com/joscha/play-authenticate,play-authenticate,An authentication plugin for Play Framework 2.x (Java),Java,747,11708,Tue Apr 12 06:32:54 CEST 2016,true,346
google,C:\Users\royw\Workspace\top1000\google-guava,C:\Users\royw\Workspace\top1000\google-guava,https://github.com/google/guava,guava,Google Core Libraries for Java 6+,Java,9599,115893,Sun May 29 22:17:37 CEST 2016,true,2246
BlueMor,C:\Users\royw\Workspace\top1000\BlueMor-DragLayout,C:\Users\royw\Workspace\top1000\BlueMor-DragLayout,https://github.com/BlueMor/DragLayout,DragLayout,An Android Project.强迫症头像制作器，使用support.v4包下的ViewDragHelper实现QQ5.0侧滑,Java,790,5984,Tue Sep 01 07:29:13 CEST 2015,true,406
alibaba,C:\Users\royw\Workspace\top1000\alibaba-dexposed,C:\Users\royw\Workspace\top1000\alibaba-dexposed,https://github.com/alibaba/dexposed,dexposed,dexposed enable 'god' mode for single android application.,Java,2857,10680,Wed Oct 21 13:56:16 CEST 2015,true,836
MichaelEvans,C:\Users\royw\Workspace\top1000\MichaelEvans-ColorArt,C:\Users\royw\Workspace\top1000\MichaelEvans-ColorArt,https://github.com/MichaelEvans/ColorArt,ColorArt,iTunes 11-style color matching code for Android,Java,798,3711,Mon Feb 22 10:36:11 CET 2016,true,134
jd-alexander,C:\Users\royw\Workspace\top1000\jd-alexander-LikeButton,C:\Users\royw\Workspace\top1000\jd-alexander-LikeButton,https://github.com/jd-alexander/LikeButton,LikeButton,Twitter's heart animation for Android,Java,1236,203,Mon Apr 11 22:37:54 CEST 2016,true,168
avast,C:\Users\royw\Workspace\top1000\avast-android-butterknife-zelezny,C:\Users\royw\Workspace\top1000\avast-android-butterknife-zelezny,https://github.com/avast/android-butterknife-zelezny,android-butterknife-zelezny,Android Studio plug-in for generating ButterKnife injections from selected layout XML.,Java,2005,734,Mon May 02 15:07:32 CEST 2016,true,305
zeromq,C:\Users\royw\Workspace\top1000\zeromq-jeromq,C:\Users\royw\Workspace\top1000\zeromq-jeromq,https://github.com/zeromq/jeromq,jeromq,Pure Java ZeroMQ ,Java,1025,2330,Mon Apr 04 11:43:08 CEST 2016,true,247
MikeOrtiz,C:\Users\royw\Workspace\top1000\MikeOrtiz-TouchImageView,C:\Users\royw\Workspace\top1000\MikeOrtiz-TouchImageView,https://github.com/MikeOrtiz/TouchImageView,TouchImageView,Adds touch functionality to Android ImageView.,Java,1469,5189,Thu Dec 10 13:33:14 CET 2015,true,614
ronmamo,C:\Users\royw\Workspace\top1000\ronmamo-reflections,C:\Users\royw\Workspace\top1000\ronmamo-reflections,https://github.com/ronmamo/reflections,reflections,,Java,929,280,Tue May 31 09:44:48 CEST 2016,true,167
apache,C:\Users\royw\Workspace\top1000\apache-zookeeper,C:\Users\royw\Workspace\top1000\apache-zookeeper,https://github.com/apache/zookeeper,zookeeper,Mirror of Apache Hadoop ZooKeeper,Java,1735,43799,Thu Jun 02 01:01:08 CEST 2016,false,1299
markushi,C:\Users\royw\Workspace\top1000\markushi-android-circlebutton,C:\Users\royw\Workspace\top1000\markushi-android-circlebutton,https://github.com/markushi/android-circlebutton,android-circlebutton,Circle button widget for Android,Java,1171,1669,Mon Sep 14 15:29:48 CEST 2015,true,315
junit-team,C:\Users\royw\Workspace\top1000\junit-team-junit4,C:\Users\royw\Workspace\top1000\junit-team-junit4,https://github.com/junit-team/junit4,junit4,A programmer-oriented testing framework for Java.,Java,4901,36742,Wed Jun 01 22:22:33 CEST 2016,true,1927
Maxwin-z,C:\Users\royw\Workspace\top1000\Maxwin-z-XListView-Android,C:\Users\royw\Workspace\top1000\Maxwin-z-XListView-Android,https://github.com/Maxwin-z/XListView-Android,XListView-Android,ListView supports pull refresh and pull up to load more feature.,Java,747,755,Sun Sep 06 09:41:20 CEST 2015,true,624
ata4,C:\Users\royw\Workspace\top1000\ata4-disunity,C:\Users\royw\Workspace\top1000\ata4-disunity,https://github.com/ata4/disunity,disunity,An experimental toolset for Unity asset and asset bundle files.,Java,1334,9894,Sat May 14 07:54:42 CEST 2016,true,428
AntennaPod,C:\Users\royw\Workspace\top1000\AntennaPod-AntennaPod,C:\Users\royw\Workspace\top1000\AntennaPod-AntennaPod,https://github.com/AntennaPod/AntennaPod,AntennaPod,A podcast manager for Android,Java,1200,30173,Wed Jun 01 12:19:52 CEST 2016,true,416
LyndonChin,C:\Users\royw\Workspace\top1000\LyndonChin-MasteringAndroidDataBinding,C:\Users\royw\Workspace\top1000\LyndonChin-MasteringAndroidDataBinding,https://github.com/LyndonChin/MasteringAndroidDataBinding,MasteringAndroidDataBinding,A comprehensive tutorial for Android Data Binding,Java,1340,5505,Tue May 31 15:18:52 CEST 2016,true,279
mongodb,C:\Users\royw\Workspace\top1000\mongodb-morphia,C:\Users\royw\Workspace\top1000\mongodb-morphia,https://github.com/mongodb/morphia,morphia,MongoDB object-document mapper in Java based on https://github.com/mongodb/mongo-java-driver,Java,941,11414,Thu Jun 02 00:06:43 CEST 2016,true,276
spotify,C:\Users\royw\Workspace\top1000\spotify-helios,C:\Users\royw\Workspace\top1000\spotify-helios,https://github.com/spotify/helios,helios,Docker container orchestration platform,Java,1452,8551,Wed Jun 01 17:29:59 CEST 2016,true,119
ikew0ng,C:\Users\royw\Workspace\top1000\ikew0ng-SwipeBackLayout,C:\Users\royw\Workspace\top1000\ikew0ng-SwipeBackLayout,https://github.com/ikew0ng/SwipeBackLayout,SwipeBackLayout,An Android library that help you to build app with swipe back gesture.,Java,2851,3482,Mon Oct 12 17:39:54 CEST 2015,true,981
TonicArtos,C:\Users\royw\Workspace\top1000\TonicArtos-SuperSLiM,C:\Users\royw\Workspace\top1000\TonicArtos-SuperSLiM,https://github.com/TonicArtos/SuperSLiM,SuperSLiM,A layout manager for the RecyclerView with interchangeable linear grid and staggered displays of views all with configurable section headers including the sticky variety as specified in the material design docs.,Java,1450,1557,Sat May 21 20:39:15 CEST 2016,true,242
loopj,C:\Users\royw\Workspace\top1000\loopj-android-async-http,C:\Users\royw\Workspace\top1000\loopj-android-async-http,https://github.com/loopj/android-async-http,android-async-http,An Asynchronous HTTP Library for Android,Java,8868,4077,Tue May 03 01:54:23 CEST 2016,true,4180
Instagram,C:\Users\royw\Workspace\top1000\Instagram-ig-json-parser,C:\Users\royw\Workspace\top1000\Instagram-ig-json-parser,https://github.com/Instagram/ig-json-parser,ig-json-parser,Fast JSON parser for java projects,Java,927,233,Thu Dec 03 23:29:53 CET 2015,true,80
M66B,C:\Users\royw\Workspace\top1000\M66B-XPrivacy,C:\Users\royw\Workspace\top1000\M66B-XPrivacy,https://github.com/M66B/XPrivacy,XPrivacy,XPrivacy - The ultimate yet easy to use privacy manager,Java,1320,47052,Fri Apr 15 08:18:18 CEST 2016,true,364
klinker24,C:\Users\royw\Workspace\top1000\klinker24-Talon-for-Twitter,C:\Users\royw\Workspace\top1000\klinker24-Talon-for-Twitter,https://github.com/klinker24/Talon-for-Twitter,Talon-for-Twitter,100% open source version of my popular Talon for Twitter app on Android.,Java,1334,44643,Fri May 27 16:16:04 CEST 2016,true,273
Yalantis,C:\Users\royw\Workspace\top1000\Yalantis-Taurus,C:\Users\royw\Workspace\top1000\Yalantis-Taurus,https://github.com/Yalantis/Taurus,Taurus,A little more fun for the pull-to-refresh interaction. ,Java,1142,9537,Fri Dec 11 10:02:26 CET 2015,true,279
pedant,C:\Users\royw\Workspace\top1000\pedant-sweet-alert-dialog,C:\Users\royw\Workspace\top1000\pedant-sweet-alert-dialog,https://github.com/pedant/sweet-alert-dialog,sweet-alert-dialog,SweetAlert for Android a beautiful and clever alert dialog,Java,2733,1694,Mon Apr 25 19:38:44 CEST 2016,true,929
Vedenin,C:\Users\royw\Workspace\top1000\Vedenin-useful-java-links,C:\Users\royw\Workspace\top1000\Vedenin-useful-java-links,https://github.com/Vedenin/useful-java-links,useful-java-links,A list of useful Java frameworks libraries software and hello worlds examples,Java,1806,1922,Tue May 31 15:01:18 CEST 2016,true,252
afollestad,C:\Users\royw\Workspace\top1000\afollestad-material-dialogs,C:\Users\royw\Workspace\top1000\afollestad-material-dialogs,https://github.com/afollestad/material-dialogs,material-dialogs,A beautiful easy-to-use and customizable dialogs API.,Java,6281,153350,Mon May 16 00:07:07 CEST 2016,true,1286
roughike,C:\Users\royw\Workspace\top1000\roughike-BottomBar,C:\Users\royw\Workspace\top1000\roughike-BottomBar,https://github.com/roughike/BottomBar,BottomBar,A custom view component that mimics the new Material Design Bottom Navigation pattern.,Java,3210,19213,Thu Jun 02 09:00:40 CEST 2016,true,459
wasabeef,C:\Users\royw\Workspace\top1000\wasabeef-recyclerview-animators,C:\Users\royw\Workspace\top1000\wasabeef-recyclerview-animators,https://github.com/wasabeef/recyclerview-animators,recyclerview-animators,An Android Animation library which easily add itemanimator to RecyclerView items.,Java,3652,62626,Tue Apr 19 11:47:01 CEST 2016,true,748
RobotiumTech,C:\Users\royw\Workspace\top1000\RobotiumTech-robotium,C:\Users\royw\Workspace\top1000\RobotiumTech-robotium,https://github.com/RobotiumTech/robotium,robotium,Android UI Testing,Java,1601,2412,Sat May 28 19:20:21 CEST 2016,true,599
jankotek,C:\Users\royw\Workspace\top1000\jankotek-mapdb,C:\Users\royw\Workspace\top1000\jankotek-mapdb,https://github.com/jankotek/mapdb,mapdb,MapDB provides concurrent Maps Sets and Queues backed by disk storage or off-heap-memory. It is a fast and easy to use embedded Java database engine.,Java,1970,20296,Tue May 31 18:24:29 CEST 2016,true,475
gabrielemariotti,C:\Users\royw\Workspace\top1000\gabrielemariotti-RecyclerViewItemAnimators,C:\Users\royw\Workspace\top1000\gabrielemariotti-RecyclerViewItemAnimators,https://github.com/gabrielemariotti/RecyclerViewItemAnimators,RecyclerViewItemAnimators,An Android library which provides simple Item animations to RecyclerView items,Java,1740,716,Sat Nov 21 07:47:39 CET 2015,true,426
wnafee,C:\Users\royw\Workspace\top1000\wnafee-vector-compat,C:\Users\royw\Workspace\top1000\wnafee-vector-compat,https://github.com/wnafee/vector-compat,vector-compat,A support library for VectorDrawable and AnimatedVectorDrawable classes introduced in Lollipop,Java,1034,602,Fri May 20 02:56:21 CEST 2016,true,136
umano,C:\Users\royw\Workspace\top1000\umano-AndroidSlidingUpPanel,C:\Users\royw\Workspace\top1000\umano-AndroidSlidingUpPanel,https://github.com/umano/AndroidSlidingUpPanel,AndroidSlidingUpPanel,This library provides a simple way to add a draggable sliding up panel (popularized by Google Music and Google Maps) to your Android application. Brought to you by Umano.,Java,4865,2658,Wed May 25 12:34:36 CEST 2016,true,1589
inmite,C:\Users\royw\Workspace\top1000\inmite-android-selector-chapek,C:\Users\royw\Workspace\top1000\inmite-android-selector-chapek,https://github.com/inmite/android-selector-chapek,android-selector-chapek,Android Studio plugin which automatically generates drawable selectors from appropriately named resources.,Java,1182,836,Mon Mar 14 09:58:35 CET 2016,true,174
spockframework,C:\Users\royw\Workspace\top1000\spockframework-spock,C:\Users\royw\Workspace\top1000\spockframework-spock,https://github.com/spockframework/spock,spock,The Enterprise-ready testing and specification framework.,Java,1092,19118,Wed Jun 01 23:58:53 CEST 2016,true,207
